sim_time,mode,vehicles_alive,pedestrians_alive,vehicles_spawned,vehicles_exited,pedestrians_spawned,pedestrians_exited,vehicle_throughput_per_min,pedestrian_throughput_per_min
5.00,fixed,7,6,7,0,6,0,0.00,0.00
10.00,fixed,10,10,14,4,10,0,24.00,0.00
15.00,fixed,14,13,21,7,15,2,27.99,8.00
