sim_time,mode,vehicles_alive,pedestrians_alive,vehicles_spawned,vehicles_exited,pedestrians_spawned,pedestrians_exited,vehicle_throughput_per_min,pedestrian_throughput_per_min
5.01,fixed,7,6,7,0,6,0,0.00,0.00
10.06,fixed,11,10,15,4,10,0,23.86,0.00
15.07,fixed,15,12,22,7,14,2,27.87,7.96
20.08,fixed,18,16,29,11,20,4,32.87,11.95
25.10,fixed,19,18,35,16,24,6,38.25,14.35
30.10,fixed,24,22,41,17,28,6,33.88,11.96
35.11,fixed,17,18,44,27,34,16,46.14,27.34
