sim_time,mode,vehicles_alive,pedestrians_alive,vehicles_spawned,vehicles_exited,pedestrians_spawned,pedestrians_exited,vehicle_throughput_per_min,pedestrian_throughput_per_min
5.04,fixed,8,6,8,0,6,0,0.00,0.00
10.06,fixed,10,10,14,4,10,0,23.86,0.00
15.08,fixed,13,12,20,7,14,2,27.85,7.96
20.09,fixed,16,15,27,11,19,4,32.85,11.94
25.11,fixed,20,18,33,13,24,6,31.07,14.34
