sim_time,mode,vehicles_alive,pedestrians_alive,vehicles_spawned,vehicles_exited,pedestrians_spawned,pedestrians_exited,vehicle_throughput_per_min,pedestrian_throughput_per_min
5.02,fixed,7,5,7,0,5,0,0.00,0.00
10.04,fixed,10,10,14,4,10,0,23.92,0.00
15.05,fixed,15,12,22,7,14,2,27.90,7.97
20.08,fixed,17,16,28,11,20,4,32.87,11.95
25.08,fixed,19,18,34,15,24,6,35.88,14.35
30.09,fixed,24,22,40,16,28,6,31.90,11.96
