sim_time,mode,vehicles_alive,pedestrians_alive,vehicles_spawned,vehicles_exited,pedestrians_spawned,pedestrians_exited,vehicle_throughput_per_min,pedestrian_throughput_per_min
5.03,mqtt-smart,7,5,7,0,5,0,0.00,0.00
10.08,mqtt-smart,10,10,14,4,10,0,23.81,0.00
