sim_time,mode,vehicles_alive,pedestrians_alive,vehicles_spawned,vehicles_exited,pedestrians_spawned,pedestrians_exited,vehicle_throughput_per_min,pedestrian_throughput_per_min
5.05,mqtt-smart,7,6,7,0,6,0,0.00,0.00
10.05,mqtt-smart,11,10,14,3,10,0,17.91,0.00
