sim_time,mode,vehicles_alive,pedestrians_alive,vehicles_spawned,vehicles_exited,pedestrians_spawned,pedestrians_exited,vehicle_throughput_per_min,pedestrian_throughput_per_min
5.00,fixed,8,6,8,0,6,0,0.00,0.00
10.01,fixed,11,10,15,4,10,0,23.97,0.00
15.03,fixed,15,13,22,7,15,2,27.95,7.99
20.03,fixed,17,16,29,12,20,4,35.94,11.98
25.04,fixed,19,18,35,16,24,6,38.33,14.38
30.05,fixed,25,22,42,17,28,6,33.95,11.98
